Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,5,,,,3701,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,09,RACE05,CAT4,_MENT14D,RESP222,"(41.56266102000046, -72.64984095199964)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,6,,,,3697,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,09,RACE03,CAT4,_MENT14D,RESP224,"(41.56266102000046, -72.64984095199964)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,4,,,,3706,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE06,CAT4,_MENT14D,RESP224,"(39.008830667000495, -75.57774116799965)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,13,,,,3705,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,11,RACE06,CAT4,_MENT14D,RESP223,"(38.89037138500049, -77.03196112699965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,1,,,,3702,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE05,CAT4,_MENT14D,RESP223,"(39.008830667000495, -75.57774116799965)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,3,,,,3702,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,09,RACE05,CAT4,_MENT14D,RESP223,"(41.56266102000046, -72.64984095199964)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,7,,,,3696,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE03,CAT4,_MENT14D,RESP223,"(39.008830667000495, -75.57774116799965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,14,,,,3709,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE07,CAT4,_MENT14D,RESP224,"(39.008830667000495, -75.57774116799965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,7,,,,3704,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE06,CAT4,_MENT14D,RESP222,"(39.008830667000495, -75.57774116799965)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,4,,,,3701,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,11,RACE05,CAT4,_MENT14D,RESP222,"(38.89037138500049, -77.03196112699965)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,1,,,,3703,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,09,RACE05,CAT4,_MENT14D,RESP224,"(41.56266102000046, -72.64984095199964)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,1,,,,3702,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,11,RACE05,CAT4,_MENT14D,RESP223,"(38.89037138500049, -77.03196112699965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,5,,,,3705,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE06,CAT4,_MENT14D,RESP223,"(39.008830667000495, -75.57774116799965)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Female,Gender,2332,54.1,52.0,56.2,3668,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,09,SEX2,CAT2,_MENT14D,RESP222,"(41.56266102000046, -72.64984095199964)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,1,,,,3701,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE05,CAT4,_MENT14D,RESP222,"(39.008830667000495, -75.57774116799965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$200,000+",Household Income,4,,,,3745,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,INCOME07,CAT6,_MENT14D,RESP224,"(39.008830667000495, -75.57774116799965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,20,,,,3695,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE03,CAT4,_MENT14D,RESP222,"(39.008830667000495, -75.57774116799965)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$15,000-$24,999",Household Income,24,16.4,7.8,25.0,3730,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,11,INCOME02,CAT6,_MENT14D,RESP224,"(38.89037138500049, -77.03196112699965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,2,,,,3700,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE04,CAT4,_MENT14D,RESP224,"(39.008830667000495, -75.57774116799965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,3,,,,3697,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,10,RACE03,CAT4,_MENT14D,RESP224,"(39.008830667000495, -75.57774116799965)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,1,,,,3697,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,11,RACE03,CAT4,_MENT14D,RESP224,"(38.89037138500049, -77.03196112699965)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,25,,,,3695,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,09,RACE03,CAT4,_MENT14D,RESP222,"(41.56266102000046, -72.64984095199964)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,0,,,,3703,%,Crude Prevalence,***,No responses for this data cell,BRFSS,CLASS20,TOPIC71,11,RACE05,CAT4,_MENT14D,RESP224,"(38.89037138500049, -77.03196112699965)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,4,,,,3706,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,15,RACE06,CAT4,_MENT14D,RESP224,"(21.304850435000446, -157.85774940299973)"
2021,ID,Idaho,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,5,,,,3702,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,16,RACE05,CAT4,_MENT14D,RESP223,"(43.682630005000476, -114.3637300419997)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,13,,,,3696,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,13,RACE03,CAT4,_MENT14D,RESP223,"(32.83968109300048, -83.62758034599966)"
2021,ID,Idaho,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$200,000+",Household Income,6,,,,3745,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS20,TOPIC71,16,INCOME07,CAT6,_MENT14D,RESP224,"(43.682630005000476, -114.3637300419997)"
